Year,Decade,Recent,Runtime_Encoded,Director_Num_Movies,Writer_Num_Movies,Main_Actor_Num_Movies,Company_Num_Movies,Scaled_Standardized_Budget,Normalized_Score,Log_Votes,G,PG,PG-13,R,NC-17,Not Rated,Unrated,X,Action,Adventure,Animation,Comedy,Crime,Drama,Fantasy,Horror,Mystery,Romance,Sci-Fi,Thriller,Western,Log_Worldwide_Gross
1998,1990,0,1,3,2,3,292,0.18257049276111392,0.3783783783783784,15.76142084987672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.80702785618089
1997,1990,0,1,3,2,3,7,0.04773675960830799,0.5135135135135135,16.42558042423569,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.951087469754544
2000,2000,0,1,1,2,1,7,0.03930965128625763,0.32432432432432434,14.285514812209815,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.770683460605923
1988,1980,0,0,6,3,1,2,0.011219290212756389,0.5,12.793862088206213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.400181063971402
2004,2000,0,0,1,4,3,9,0.03369157907155737,0.3918918918918919,15.201805169084134,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.33013375581032
1998,1990,0,0,4,4,3,1,0.07020904846710899,0.472972972972973,15.501909696719672,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.043797672588866
1996,1990,0,1,6,8,3,16,0.012623808266431447,0.7297297297297297,15.46416937585933,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.453691304047048
2001,2000,0,1,2,1,1,48,0.0027921818907060275,0.6216216216216216,14.285514812209815,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.422021854261786
2009,2000,0,1,3,2,1,68,0.042118687393607745,0.472972972972973,15.520258832020865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.730586079474232
1989,1980,0,1,1,2,1,271,0.014028326320106518,0.3648648648648649,15.068273812173887,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.78142530276372
2009,2000,0,1,2,2,1,1,0.0022303746692359933,0.5945945945945946,15.687312888712007,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.891342506799887
1994,1990,0,1,8,5,2,1,0.0005449530048259182,0.5945945945945946,13.304686600863562,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.425381875128952
2000,2000,0,2,2,1,2,7,0.02245543464215688,0.5405405405405406,14.557448378884015,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.873591712614614
1996,1990,0,1,4,2,6,1,0.028073506856857125,0.6351351351351351,14.80876270134486,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.6788285166004
1988,1980,0,1,11,4,6,29,0.0365006151789075,0.7297297297297297,15.274125813221904,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.20233816201933
1992,1990,0,1,2,1,6,3,0.028073506856857125,0.6351351351351351,12.25486757159303,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.213596812524468
1993,1990,0,2,3,1,6,6,0.11234459007736083,0.6756756756756757,14.603968372873895,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.95312373528811
1991,1990,0,1,22,5,6,6,0.03088254296420724,0.6756756756756757,13.774689605110144,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.175486909909964
1997,1990,0,2,7,1,6,1,0.17414338443906352,0.6756756756756757,15.501909696719672,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.18692193523706
2011,2010,1,2,27,4,1,72,0.18537952886846404,0.7162162162162162,16.52356082573315,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.297544287009064
1994,1990,0,0,1,2,2,203,0.02245543464215688,0.6351351351351351,13.997832948091215,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.583667834994277
2006,2000,0,1,4,6,2,320,0.04773675960830799,0.6486486486486487,16.454567959008102,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.165224036392686
2002,2000,0,1,1,2,6,1,0.0006854048101934268,0.5,13.785052381406869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.180154365996387
2008,2000,0,2,7,3,6,5,0.042118687393607745,0.7567567567567568,17.57671069691365,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.01461448750675
2018,2010,1,1,1,2,6,2,0.07863615678915935,0.6216216216216216,16.308716093211594,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.476477693707523
2007,2000,0,1,1,3,6,8,0.042118687393607745,0.6891891891891893,17.085079535170806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.29323141143421
2013,2010,1,0,2,2,6,271,0.14043495115086208,0.5675675675675675,16.801192546169812,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.540176976617847
2012,2010,1,2,3,6,6,320,0.3511126592021213,0.6351351351351351,17.182806422433504,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.739020836080083
2003,2000,0,1,3,2,1,320,0.28088675651836825,0.6621621621621622,15.732433317205148,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.92191183946407
1998,1990,0,0,11,5,1,1,0.0,0.7567567567567568,16.001561947061912,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.091493776441386
1996,1990,0,0,1,1,1,3,0.0365006151789075,0.4864864864864865,14.077875591662238,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.648276069024877
2007,2000,0,1,1,1,1,28,0.4213385618858744,0.5675675675675675,16.51013780630191,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.800022113906806
1998,1990,0,0,1,3,1,11,0.05616386793035836,0.17567567567567566,13.102162710901053,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.34348648642341
1998,1990,0,0,2,1,1,295,0.11234459007736083,0.5945945945945946,14.285514812209815,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.232090405216546
1993,1990,0,1,22,1,3,1,0.02245543464215688,0.7432432432432432,13.567050480716235,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.312205864350425
2002,2000,0,0,2,1,3,203,0.028073506856857125,0.43243243243243246,14.45736497045232,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.65647890906049
2002,2000,0,1,4,2,3,271,0.0730180845744591,0.44594594594594594,14.151983508870947,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.77634268928889
2010,2010,1,1,10,7,10,292,0.11234459007736083,0.7837837837837838,17.98217579726988,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5338418130938
2011,2010,1,1,5,1,10,7,0.252796395444867,0.6756756756756757,16.86951178681205,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.299904714055085
2014,2010,1,1,5,5,10,7,0.2893138648404186,0.5945945945945946,15.931766193248746,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.330262993357433
2016,2010,1,2,6,2,10,57,0.252796395444867,0.6216216216216216,17.073607134447293,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.931920464713095
2013,2010,1,1,7,2,10,57,0.21066085383461514,0.7162162162162162,17.929657763822423,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.980942371508814
2015,2010,1,1,1,1,10,1,0.03088254296420724,0.6351351351351351,13.997832948091215,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.26713623933703
2015,2010,1,1,2,4,10,3,0.07863615678915935,0.5675675675675675,15.978833698567334,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.42360301768792
2011,2010,1,0,4,1,10,292,0.07863615678915935,0.5675675675675675,16.077273760604726,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.823405142260818
2009,2000,0,0,4,7,10,292,0.0662763979168188,0.7702702702702704,17.793321322657015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.746905017799183
2016,2010,1,1,33,32,10,4,0.0842542290038596,0.6351351351351351,15.803385043104912,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.896889848835606
2012,2010,1,0,1,2,1,24,0.0027921818907060275,0.41891891891891886,15.687312888712007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.765893183544737
2006,2000,0,0,7,2,2,203,0.050545795715658114,0.527027027027027,15.90737474309945,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.349949912463504
2009,2000,0,1,11,2,2,1,0.07020904846710899,0.5405405405405406,13.997832948091215,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.625556229427122
2003,2000,0,1,2,1,3,320,0.050545795715658114,0.472972972972973,15.29711532616119,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.24890697904572
2011,2010,1,0,13,11,3,50,0.07582712068180923,0.21621621621621623,14.690979711984754,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.567363909079052
2008,2000,0,1,1,2,3,68,0.03369157907155737,0.472972972972973,15.46416937585933,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.178716578435203
2003,2000,0,1,4,3,1,152,0.026668988803182067,0.5810810810810811,16.40327466837995,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.794308473828178
2017,2010,1,2,1,7,6,6,0.0842542290038596,0.7432432432432432,16.54336345172214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.200435276419345
2013,2010,1,1,3,1,6,320,0.042118687393607745,0.5810810810810811,16.660419999923214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.10463072098414
2017,2010,1,2,3,1,6,1,0.05616386793035836,0.6891891891891893,15.226497775576945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.382053061234696
2016,2010,1,2,7,1,6,18,0.0365006151789075,0.7567567567567568,15.732433317205148,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.326539291919595
2012,2010,1,2,7,3,6,292,0.11234459007736083,0.7432432432432432,17.147715103853763,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.007095825389978
2019,2010,1,2,3,28,6,152,0.22189699826401563,0.6216216216216216,16.915602891887552,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.277388102695863
1988,1980,0,2,9,1,4,1,0.06178194014505861,0.5810810810810811,12.611541086966115,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.654826753627553
1998,1990,0,1,1,1,4,73,0.05897290403770848,0.4864864864864865,13.910821646859095,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.726965466662836
1994,1990,0,1,3,1,4,45,0.04492772350095787,0.6081081081081081,13.45883704259595,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.32987592749848
1995,1990,0,1,2,1,4,271,0.04773675960830799,0.6081081081081081,13.235693848424024,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.146738525902176
2019,2010,1,1,3,3,2,8,0.025264470749506995,0.5810810810810811,15.671808704579888,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.28631238527359
2017,2010,1,1,3,1,2,320,0.013466519098636484,0.6351351351351351,16.333207111220425,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.95023613770619
2006,2000,0,1,1,1,1,68,0.03369157907155737,0.4864864864864865,15.341567078850604,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.76603357476205
2001,2000,0,0,4,5,6,31,0.13762591504351193,0.5405405405405406,16.001561947061912,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.422237634449598
2001,2000,0,1,1,1,6,203,0.07020904846710899,0.6351351351351351,15.64006001130563,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.28379669070411
2003,2000,0,1,5,2,6,295,0.07020904846710899,0.527027027027027,15.250595321348806,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.152151318022316
2007,2000,0,1,1,1,6,68,0.05897290403770848,0.5810810810810811,15.978833698567334,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.32545858397581
2005,2000,0,1,7,14,6,9,0.12638977061411144,0.6891891891891893,16.118095750958314,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.047390831847007
2000,2000,0,1,5,4,6,295,0.07020904846710899,0.5675675675675675,15.732433317205148,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.629359033049308
1989,1980,0,0,1,1,1,1,0.008410254105406273,0.4864864864864865,12.04355959836804,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.545276709387892
1987,1980,0,1,5,2,4,73,0.03088254296420724,0.5945945945945946,13.742940940397677,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.100486324851904
1990,1990,0,1,1,3,4,1,0.05616386793035836,0.6081081081081081,13.997832948091215,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.851114855719665
1991,1990,0,1,7,19,4,295,0.07020904846710899,0.5405405405405406,14.557448378884015,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.63533559453077
1989,1980,0,1,4,1,4,1,0.04773675960830799,0.5540540540540541,14.978661680269907,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.477974321457353
1998,1990,0,1,8,7,21,271,0.1685253122243633,0.8378378378378379,18.392281279718734,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.69449238155603
2009,2000,0,1,17,5,21,98,0.5617903672533806,0.6621621621621622,16.176364653421913,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.902802414119922
2004,2000,0,1,3,3,21,40,0.05616386793035836,0.8648648648648649,18.353472004954103,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.42265670358671
2008,2000,0,0,2,7,21,4,0.2387512149081164,0.6621621621621622,16.395727463314174,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.817109406995005
2000,2000,0,1,22,3,21,320,0.3454945869874211,0.5810810810810811,16.90199724044883,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.962049839384232
2007,2000,0,1,16,1,21,152,0.0842542290038596,0.6081081081081081,16.791040175221152,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.47066193608153
1995,1990,0,0,4,2,21,29,0.0842542290038596,0.6081081081081081,16.840801682303496,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.476498812299226
1994,1990,0,0,8,2,21,29,0.042118687393607745,0.6756756756756757,17.1618997383427,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.792954107520693
2009,2000,0,1,3,2,21,18,0.0365006151789075,0.6351351351351351,16.04552506565036,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.792070077481277
2005,2000,0,0,4,6,21,292,0.28088675651836825,0.5810810810810811,16.447399470043365,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.43955266926727
1996,1990,0,1,6,1,21,292,0.1320078428288117,0.5675675675675675,16.5691713340128,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.751131848974293
1994,1990,0,1,6,1,21,152,0.06459097625240873,0.6756756756756757,17.390661274761072,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.98054260319746
2001,2000,0,2,4,1,21,44,0.2022337455125648,0.6756756756756757,15.483217567201578,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.73755937901634
2008,2000,0,1,6,5,21,295,0.19661567329786453,0.6621621621621622,17.350655941290686,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5263503788587
1997,1990,0,0,8,1,21,320,0.12638977061411144,0.6756756756756757,17.179352187684735,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.830872917907875
1994,1990,0,1,2,3,21,152,0.04773675960830799,0.7297297297297297,17.40180345100394,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.62859822529729
2004,2000,0,1,5,1,21,271,0.3932482008123732,0.6621621621621622,16.806230339945976,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.472170425868512
1999,1990,0,1,4,5,21,320,0.23032410658606603,0.7432432432432432,16.349207451286784,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.97744398939558
2014,2010,1,1,9,7,21,320,0.11234459007736083,0.5,16.388122864507256,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.25293486398263
2011,2010,1,1,9,7,21,203,0.15448013168761268,0.5540540540540541,16.02378508137718,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.351136891605265
2003,2000,0,1,8,4,21,3,0.2275150704787159,0.6486486486486487,17.453096744006448,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.301404746273366
2002,2000,0,2,8,3,5,99,0.09829940954061021,0.7837837837837838,16.395727463314174,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.440837142641445
2004,2000,0,2,4,1,5,4,0.0842542290038596,0.7162162162162162,16.91108821173685,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.53491685124937
2008,2000,0,1,1,1,5,26,0.14043495115086208,0.5810810810810811,15.803385043104912,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.06894928938168
1998,1990,0,2,3,1,5,55,0.1460530233655623,0.7702702702702704,16.68907525404123,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.704353726042783
2002,2000,0,1,4,1,5,203,0.11796266229206108,0.6081081081081081,15.201805169084134,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.273563692507537
2000,2000,0,0,1,1,2,4,0.0842542290038596,0.6081081081081081,14.403297778421795,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.6841070429161
2011,2010,1,0,2,1,2,98,0.0842542290038596,0.7162162162162162,14.648420115681892,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.027543746148613
1982,1980,0,1,2,3,1,8,0.042118687393607745,0.7162162162162162,15.656060350091908,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.846927043603547
2015,2010,1,1,2,3,1,28,0.3792030202756226,0.6351351351351351,16.066802461833923,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.074040786895928
2010,2010,1,1,8,2,4,295,0.22470603437136577,0.6756756756756757,15.894952224644102,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.06026215121494
2012,2010,1,1,1,1,4,1,0.1685253122243633,0.6081081081081081,15.76142084987672,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.217638694434314
2008,2000,0,2,7,2,4,292,0.09829940954061021,0.6621621621621622,16.97251102166758,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.19207106151703
2010,2010,1,2,8,1,4,1,0.0842542290038596,0.7297297297297297,16.231424425551033,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.30329886759646
1990,1990,0,0,3,1,3,3,0.025264470749506995,0.472972972972973,13.710151153416941,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.338153181337454
1988,1980,0,1,3,1,3,99,0.016837362427456634,0.5,13.815511557963774,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.45749209776072
1987,1980,0,1,3,1,3,1,0.00981477215908133,0.4864864864864865,13.910821646859095,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.27549514565948
2008,2000,0,0,13,11,1,295,0.11234459007736083,0.3783783783783784,13.45883704259595,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.484442758636277
1995,1990,0,2,2,2,1,5,0.015432844373781576,0.7297297297297297,12.847929163278053,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.52318048048092
2019,2010,1,2,1,1,1,1,0.13481687893616182,0.5540540540540541,14.845130332288226,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.66916528608734
2005,2000,0,1,5,4,2,152,0.03369157907155737,0.6621621621621622,14.557448378884015,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.458745828015584
2000,2000,0,2,4,3,2,1,0.05616386793035836,0.6756756756756757,14.648420115681892,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.22844997395607
1988,1980,0,1,1,3,1,73,0.016837362427456634,0.472972972972973,11.918397239722838,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.743574136493983
2008,2000,0,1,7,7,12,5,0.027511699635387105,0.6891891891891893,15.176487367510099,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.90948405285746
2007,2000,0,1,7,7,12,292,0.05897290403770848,0.6621621621621622,15.967272877502799,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.12604246788035
2007,2000,0,1,2,1,12,40,0.03088254296420724,0.6486486486486487,14.648420115681892,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.69651642585511
2005,2000,0,2,9,1,12,55,0.07863615678915935,0.7972972972972974,16.98938905874274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.348123363525435
2004,2000,0,1,4,4,12,99,0.15448013168761268,0.6216216216216216,15.520258832020865,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.728969938582335
1998,1990,0,1,6,1,12,1,0.02245543464215688,0.6351351351351351,13.910821646859095,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.702588062427626
2014,2010,1,2,8,8,12,2,0.05616386793035836,0.6486486486486487,16.08763654656639,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.806689131731638
2001,2000,0,1,2,1,12,2,0.042118687393607745,0.6621621621621622,14.690979711984754,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.951300425836255
2013,2010,1,2,4,2,12,11,0.06459097625240873,0.8243243243243243,17.839074956014414,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.000018561732613
2003,2000,0,0,1,4,12,16,0.3595397675241717,0.6621621621621622,16.128046080821385,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.641146464666086
2019,2010,1,2,9,3,12,295,0.15448013168761268,0.8783783783783783,18.420680753952364,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.097474893161202
2015,2010,1,1,33,32,12,4,0.03088254296420724,0.6351351351351351,15.607270193858982,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.42831306755584
1986,1980,0,1,3,1,1,1,0.053354831823008236,0.5135135135135135,14.77102238760702,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.831586253368894
2009,2000,0,1,1,1,1,1,0.0025112782799710104,0.6081081081081081,15.250595321348806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.827538926221164
1994,1990,0,0,8,1,2,1,0.07863615678915935,0.6081081081081081,14.285514812209815,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.549381747760467
1989,1980,0,0,3,1,2,98,0.11234459007736083,0.7702702702702704,17.010093731247036,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.471580281349986
2003,2000,0,0,1,1,1,1,0.07020904846710899,0.5,13.579789490265188,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.129972861905074
1999,1990,0,2,7,1,12,55,0.2584144676595672,0.6486486486486487,15.096444681204078,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.854267170042856
2002,2000,0,1,10,8,12,292,0.13481687893616182,0.6621621621621622,17.096421811345913,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.401703055061237
2018,2010,1,1,1,2,12,1,0.042118687393607745,0.5675675675675675,15.404745967162468,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.70688022540906
1997,1990,0,2,17,2,12,295,0.252796395444867,0.7567567567567568,17.073607134447293,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.26046258634783
1987,1980,0,0,4,4,12,3,0.015432844373781576,0.5810810810810811,12.644330802262578,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.086811464096428
2008,2000,0,1,1,1,12,2,0.10391748175531046,0.5540540540540541,15.039286283703994,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.724310891686432
1994,1990,0,1,12,1,12,1,0.06880453041343391,0.6216216216216216,14.845130332288226,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.787965064857456
2005,2000,0,1,6,1,12,99,0.15448013168761268,0.5945945945945946,16.5563506464056,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.527002642957942
2007,2000,0,2,9,2,12,295,0.19661567329786453,0.6486486486486487,15.59046307836746,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.363548986812976
