Year,Decade,Recent,Runtime_Encoded,Director_Num_Movies,Writer_Num_Movies,Main_Actor_Num_Movies,Company_Num_Movies,Scaled_Standardized_Budget,Normalized_Score,Log_Votes,G,PG,PG-13,R,NC-17,Not Rated,Unrated,X,Action,Adventure,Animation,Comedy,Crime,Drama,Fantasy,Horror,Mystery,Romance,Sci-Fi,Thriller,Western,Log_Worldwide_Gross
2002,2000,0,1,1,1,3,3,0.005601217998056143,0.6621621621621622,15.123843647884687,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.740634885117386
1994,1990,0,1,8,3,3,2,0.05616386793035836,0.6081081081081081,13.060490101343552,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.930881958240906
1993,1990,0,1,10,1,3,1,0.03930965128625763,0.6891891891891893,14.88022163978423,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.26935191297785
1994,1990,0,1,6,1,3,1,0.49156446456962755,0.5540540540540541,14.346139397261565,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.991829302193864
2012,2010,1,2,5,3,2,320,0.0842542290038596,0.5810810810810811,16.077273760604726,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.110211087746837
2014,2010,1,1,7,2,2,292,0.11234459007736083,0.43243243243243246,16.204273438942487,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.95492899393624
2018,2010,1,1,10,2,16,3,0.36515783973887195,0.5,16.5691713340128,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.39143243877001
2008,2000,0,1,10,3,16,1,0.05616386793035836,0.7162162162162162,16.68340951682656,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.28983973995779
2007,2000,0,2,5,1,16,4,0.1685253122243633,0.2567567567567568,15.319588176962746,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.69054833408732
2013,2010,1,1,9,3,16,3,0.09829940954061021,0.5810810810810811,16.283610174181653,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.966594236341187
2016,2010,1,1,1,1,16,57,0.11234459007736083,0.5135135135135135,15.882373444019521,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.952229459540472
2002,2000,0,1,7,14,16,18,0.05897290403770848,0.6621621621621622,17.182806422433504,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.900668753994296
2005,2000,0,0,7,14,16,18,0.08987230121855984,0.5945945945945946,16.785925074816024,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.607666641100074
2008,2000,0,1,4,14,16,18,0.0842542290038596,0.5675675675675675,16.588099342704055,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.809255810063995
2006,2000,0,0,4,5,16,10,0.03369157907155737,0.6756756756756757,16.98938905874274,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.877690760714017
2009,2000,0,1,4,5,16,68,0.05616386793035836,0.5810810810810811,16.475770165160203,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.661155379195733
2011,2010,1,1,1,1,16,1,0.19661567329786453,0.6081081081081081,16.349207451286784,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.162628629289426
2008,2000,0,1,11,7,16,320,0.12638977061411144,0.5945945945945946,16.816230422780546,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.449017527417958
2011,2010,1,1,8,6,16,18,0.11234459007736083,0.6351351351351351,16.54987813231892,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.450539239777644
2013,2010,1,1,3,8,16,68,0.05616386793035836,0.5810810810810811,15.732433317205148,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.65741946867286
2013,2010,1,1,7,6,16,7,0.06178194014505861,0.6216216216216216,16.24031337217814,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.998615813782376
2015,2010,1,1,8,4,16,68,0.0842542290038596,0.5,15.483217567201578,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.025971597535225
2013,2010,1,1,4,2,3,152,0.10391748175531046,0.6891891891891893,17.541204009297314,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.716495795274312
2016,2010,1,1,1,3,3,292,0.2050427816199149,0.5945945945945946,15.943742382861155,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.98267501353276
2019,2010,1,1,1,1,3,4,0.18257049276111392,0.6081081081081081,14.690979711984754,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.113901802135807
2007,2000,0,2,8,3,1,152,0.12638977061411144,0.6081081081081081,14.648420115681892,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.57048887542644
2014,2010,1,1,4,2,4,28,0.40729338134912374,0.7972972972972974,17.259128687459263,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.55029191423105
2019,2010,1,1,4,2,4,28,0.3623488036315218,0.7567567567567568,16.231424425551033,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.375379065630593
2010,2010,1,1,1,7,4,72,0.05616386793035836,0.6081081081081081,16.380459992348886,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.0257033251419
2010,2010,1,1,4,4,4,28,0.4634741034961263,0.8378378378378379,18.042344317830995,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.322408434229104
2004,2000,0,1,5,4,4,1,0.024140856306566955,0.5135135135135135,14.88022163978423,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.141733755990092
2001,2000,0,1,5,4,4,48,0.008410254105406273,0.7027027027027027,16.097893045681612,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.26148126081514
2018,2010,1,1,5,4,4,1,0.03790513323258257,0.5675675675675675,14.731801689838349,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.57208723657952
2006,2000,0,1,5,4,4,295,0.049141277661983056,0.5945945945945946,15.687312888712007,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.133022038270305
2005,2000,0,1,7,5,1,1,0.013466519098636484,0.5405405405405406,16.660419999923214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.524568771594435
1998,1990,0,0,6,6,1,2,0.028073506856857125,0.5,14.220976332738882,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.10827705188509
2011,2010,1,1,1,1,1,1,0.042118687393607745,0.8108108108108107,16.96824662306297,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.011694006748332
2000,2000,0,1,3,1,2,2,0.03930965128625763,0.6756756756756757,15.59046307836746,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.214166723569914
2001,2000,0,0,1,1,2,5,0.09829940954061021,0.527027027027027,14.403297778421795,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.901669446985448
1989,1980,0,0,1,1,18,2,0.0013876638370309557,0.43243243243243246,14.914123179965662,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.43718874403735
1993,1990,0,1,6,4,18,320,0.050545795715658114,0.5810810810810811,15.341567078850604,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.424720574458938
1990,1990,0,0,2,6,18,6,0.011219290212756389,0.5135135135135135,14.403297778421795,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.942652820556084
1997,1990,0,1,2,4,18,7,0.0842542290038596,0.3918918918918919,14.978661680269907,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.555065655975554
1996,1990,0,1,1,1,18,2,0.0842542290038596,0.5,14.731801689838349,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.168149363647238
1993,1990,0,1,2,7,18,292,0.042118687393607745,0.5135135135135135,14.603968372873895,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.21769367806969
2012,2010,1,1,1,1,18,1,0.028073506856857125,0.41891891891891886,14.508658238524095,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.4562094680202
1995,1990,0,1,11,1,18,320,0.09829940954061021,0.527027027027027,15.009433329466965,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.282435228353606
1996,1990,0,1,2,1,18,292,0.07020904846710899,0.4864864864864865,14.557448378884015,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.79241532713825
1989,1980,0,1,2,1,18,3,0.004196699944381085,0.6216216216216216,15.46416937585933,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.805739049086977
1994,1990,0,1,11,1,18,6,0.07582712068180923,0.5405405405405406,15.555976908243359,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.739597546590662
1999,1990,0,0,1,2,18,73,0.12638977061411144,0.31081081081081074,14.845130332288226,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.485333955387752
1992,1990,0,1,9,2,18,11,0.06459097625240873,0.5540540540540541,15.955576839107596,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.709910364676333
1988,1980,0,1,1,3,18,1,0.0030730855014410308,0.6621621621621622,15.882373444019521,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.586712853499893
1991,1990,0,1,3,3,18,2,0.042118687393607745,0.5,15.176487367510099,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.522710855204952
1990,1990,0,1,3,1,18,1,0.016837362427456634,0.5810810810810811,15.039286283703994,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.307385705341336
1998,1990,0,1,2,3,18,1,0.0842542290038596,0.4054054054054054,14.151983508870947,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.452170699733482
1994,1990,0,1,1,3,18,1,0.09829940954061021,0.28378378378378377,15.717618233614914,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.717567432837413
2012,2010,1,2,3,3,1,1,0.024983567138771992,0.8108108108108107,16.066802461833923,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.508034563227053
1988,1980,0,1,10,2,23,10,0.06459097625240873,0.6756756756756757,14.346139397261565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.09630682764508
1984,1980,0,1,12,4,23,292,0.06178194014505861,0.6891891891891893,15.29711532616119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.476536880628565
1996,1990,0,2,21,1,23,35,0.10672651786266059,0.6351351351351351,14.603968372873895,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.449491703522476
2018,2010,1,2,2,3,23,1,0.08987230121855984,0.7027027027027027,16.41820031748273,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.5801598243271
2010,2010,1,2,3,1,23,98,0.4775192840328769,0.6621621621621622,17.278116599103036,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.109717086008747
1999,1990,0,1,2,10,23,55,0.08706326511120972,0.7162162162162162,15.931766193248746,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.83330808128637
1998,1990,0,1,9,5,23,12,0.042118687393607745,0.8378378378378379,18.138317846240785,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.962882528778138
2015,2010,1,1,2,1,23,1,0.2280768777001859,0.7837837837837838,15.573368647930426,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.69867853233596
1985,1980,0,1,2,7,23,292,0.042118687393607745,0.6216216216216216,14.151983508870947,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.819179332110835
2010,2010,1,1,6,12,23,271,0.10672651786266059,0.7702702702702704,17.278116599103036,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.648623024418587
2004,2000,0,1,2,4,23,40,0.02105091658848182,0.6486486486486487,14.220976332738882,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.02244843100516
1994,1990,0,2,8,2,23,97,0.07863615678915935,0.5810810810810811,14.88022163978423,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.524479562623863
1986,1980,0,1,2,2,23,2,0.050545795715658114,0.527027027027027,13.060490101343552,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.384383055990305
1981,1980,0,1,1,1,23,1,0.008410254105406273,0.6756756756756757,13.180634172318978,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.679213224934077
1995,1990,0,1,15,3,23,2,0.0842542290038596,0.5405405405405406,13.399996629152975,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.903812942578792
1982,1980,0,1,1,1,23,1,0.00981477215908133,0.7432432432432432,14.731801689838349,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.983001812601596
1992,1990,0,1,1,1,23,5,0.028073506856857125,0.6486486486486487,12.676079399771027,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.161087346195115
1991,1990,0,2,10,5,23,73,0.06740001235975886,0.7567567567567568,15.90737474309945,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.853273837248498
1987,1980,0,0,4,2,23,73,0.03369157907155737,0.4864864864864865,12.847929163278053,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.853254803522397
2009,2000,0,1,3,1,23,48,0.019646398534806764,0.7162162162162162,15.967272877502799,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.97683517446781
1989,1980,0,1,1,5,23,5,0.0365006151789075,0.6756756756756757,14.603968372873895,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.032015740989358
1982,1980,0,1,1,1,23,5,0.04773675960830799,0.6621621621621622,16.257857680289998,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.614618972906662
2005,2000,0,1,10,1,23,9,0.054197542655213274,0.6216216216216216,14.978661680269907,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.550011784840269
1996,1990,0,1,2,1,3,292,0.06178194014505861,0.6621621621621622,14.690979711984754,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.34270739792745
1990,1990,0,1,4,4,3,35,0.06178194014505861,0.6081081081081081,15.687312888712007,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.09230779676406
1986,1980,0,1,9,2,3,1,0.019646398534806764,0.6756756756756757,14.346139397261565,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.24190809433114
1991,1990,0,0,2,1,2,271,0.028073506856857125,0.5,12.923914877701906,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.336010272177635
1992,1990,0,1,4,28,2,2,0.028073506856857125,0.472972972972973,15.039286283703994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.586976917535974
1995,1990,0,1,4,1,5,73,0.042118687393607745,0.45945945945945943,13.369225017834633,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.619634064661238
1986,1980,0,1,11,1,5,4,0.042118687393607745,0.7702702702702704,16.61887099947687,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.222871453130743
1997,1990,0,2,27,10,5,320,0.2050427816199149,0.6351351351351351,17.473930830366697,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.54561753880594
1985,1980,0,1,12,2,5,320,0.02245543464215688,0.6216216216216216,13.910821646859095,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.141252527850657
1985,1980,0,1,1,1,5,1,0.008410254105406273,0.41891891891891886,13.444448325847754,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.091741874133938
1991,1990,0,0,2,1,1,271,0.028073506856857125,0.5540540540540541,12.847929163278053,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.7615262680819
1986,1980,0,0,4,2,2,5,0.012623808266431447,0.6486486486486487,14.690979711984754,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.35000078724324
1985,1980,0,1,4,2,2,5,0.0025112782799710104,0.7162162162162162,15.59046307836746,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.822879907333814
2000,2000,0,0,1,2,1,11,0.042118687393607745,0.28378378378378377,15.096444681204078,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.983804316932112
1998,1990,0,1,1,1,1,1,0.005601217998056143,0.6351351351351351,13.45883704259595,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.194769258272043
2015,2010,1,1,1,1,2,11,0.5617903672533806,0.6486486486486487,16.176364653421913,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.923855936672897
1996,1990,0,1,1,1,2,1,0.009252964937611297,0.6756756756756757,14.508658238524095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.220431033636014
2014,2010,1,0,1,1,1,1,0.004477603555116089,0.7837837837837838,16.612791953770035,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.099532900720682
2004,2000,0,1,1,1,1,28,0.014028326320106518,0.6486486486486487,15.319588176962746,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.447858081689045
1994,1990,0,1,9,1,1,1,0.008410254105406273,0.7567567567567568,13.51440681653079,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.936052307653163
2010,2010,1,0,4,6,1,37,0.05616386793035836,0.2027027027027027,15.363073279446223,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.50694719412041
2016,2010,1,1,14,2,12,7,0.07020904846710899,0.5135135135135135,15.068273812173887,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.00547077984542
1997,1990,0,1,2,1,12,9,0.028073506856857125,0.4864864864864865,14.45736497045232,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.9098026426981
2009,2000,0,1,1,2,12,320,0.050545795715658114,0.5135135135135135,14.978661680269907,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.704056608036105
2013,2010,1,1,1,1,12,1,0.03369157907155737,0.527027027027027,14.403297778421795,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.494248728374338
2010,2010,1,1,3,2,12,2,0.053354831823008236,0.5675675675675675,16.118095750958314,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.026973918878646
2006,2000,0,1,6,2,12,320,0.1460530233655623,0.527027027027027,16.36495580701484,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.444359890705528
2002,2000,0,1,3,4,12,1,0.02245543464215688,0.6081081081081081,15.29711532616119,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.94309654734368
2006,2000,0,0,3,4,12,3,0.018241880481131692,0.527027027027027,14.88022163978423,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.021999880529943
2014,2010,1,1,2,1,12,2,0.019646398534806764,0.6081081081081081,15.096444681204078,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.007570057760283
2010,2010,1,1,7,2,12,292,0.11234459007736083,0.5,16.325109901643454,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.033199888258725
1998,1990,0,1,5,1,12,203,0.042118687393607745,0.5540540540540541,14.45736497045232,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.966238693818255
2005,2000,0,1,15,3,12,295,0.19661567329786453,0.4864864864864865,15.520258832020865,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.605985226178504
1983,1980,0,1,7,1,1,271,0.011219290212756389,0.5810810810810811,15.424948670398354,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.64984747418823
2008,2000,0,0,3,2,1,55,0.03369157907155737,0.5405405405405406,15.775605482856605,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.839439877491444
2003,2000,0,2,2,1,2,72,0.04633224155463293,0.7567567567567568,15.702580358511794,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.93731745658832
2005,2000,0,1,2,1,2,99,0.0842542290038596,0.5,15.607270193858982,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.342840648427632
2018,2010,1,1,4,2,6,2,0.07020904846710899,0.6216216216216216,15.607270193858982,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.10557338026284
2016,2010,1,1,2,1,6,292,0.0365006151789075,0.7027027027027027,14.648420115681892,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.421930989392504
2004,2000,0,1,4,2,6,31,0.10391748175531046,0.5810810810810811,16.67198082165602,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.687179383904272
2005,2000,0,1,4,6,6,203,0.12077169839941121,0.3783783783783784,16.001561947061912,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.161070426393717
2012,2010,1,1,3,3,6,1,0.07020904846710899,0.6351351351351351,15.341567078850604,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.143673032294856
2006,2000,0,2,1,7,6,292,0.07020904846710899,0.5540540540540541,14.731801689838349,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.90079435096049
1994,1990,0,2,5,2,2,6,0.019646398534806764,0.6081081081081081,12.971542813248437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.881076729243482
1996,1990,0,1,10,2,2,6,0.053354831823008236,0.5945945945945946,13.017005083966255,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.423239451172957
2017,2010,1,2,7,4,9,271,0.0842542290038596,0.6351351351351351,16.811242881518265,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.91396656726344
2012,2010,1,1,1,3,9,16,0.028073506856857125,0.5,15.816990693309524,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.90878976887117
2015,2010,1,2,8,5,9,55,0.1685253122243633,0.6351351351351351,16.388122864507256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.734542516522968
2010,2010,1,1,1,1,9,4,0.005601217998056143,0.7162162162162162,16.440179222591198,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.742534513837178
2012,2010,1,2,5,6,9,68,0.2190879621566655,0.7162162162162162,18.27218074723485,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.661136210732927
2018,2010,1,2,7,5,9,7,0.1938066371905144,0.6351351351351351,16.666217117271472,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.139160567629773
2014,2010,1,2,7,4,9,68,0.3511126592021213,0.6351351351351351,17.562658943787092,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.745285752340116
2015,2010,1,2,7,4,9,68,0.44942892295937564,0.6351351351351351,17.206657637442962,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.60782343964285
2013,2010,1,2,7,4,9,2,0.36515783973887195,0.7567567567567568,17.952275852044767,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.880838730168037
2005,2000,0,1,7,2,11,152,0.12077169839941121,0.5,15.573368647930426,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.16446687609386
2015,2010,1,1,10,1,11,320,0.011219290212756389,0.3783783783783784,15.201805169084134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20.077495443160853
2001,2000,0,1,3,4,11,10,0.14886205947291242,0.5,14.648420115681892,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.50976781476064
1997,1990,0,2,2,2,11,1,0.05616386793035836,0.6621621621621622,14.77102238760702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.681462620605608
2002,2000,0,1,7,19,11,31,0.15448013168761268,0.45945945945945943,15.967272877502799,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.16091858724836
2018,2010,1,1,9,3,11,2,0.04492772350095787,0.527027027027027,14.690979711984754,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.39867383148458
2010,2010,1,1,1,2,11,18,0.09829940954061021,0.472972972972973,15.404745967162468,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.468076770368604
2000,2000,0,1,5,3,11,152,0.09268133732590997,0.6081081081081081,16.08763654656639,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.763983891025045
2005,2000,0,1,11,2,11,66,0.0842542290038596,0.6891891891891893,14.88022163978423,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.042239550119962
2002,2000,0,1,12,1,11,292,0.10672651786266059,0.527027027027027,15.226497775576945,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.065605100057056
2001,2000,0,1,8,1,11,292,0.09829940954061021,0.45945945945945943,15.86963441986494,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.66911076842879
1998,1990,0,1,2,3,3,292,0.028073506856857125,0.6216216216216216,15.363073279446223,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.360883690326965
